#description, SMILES, toxicity, pharmaco
#hidden dims = 128
#dropout = 0.7
#learning rate = 0.1

Input dim,Epochs,Best Recall Accuracy,Test Recall,Precision,Accuracy
768,2,0.4930555555555556,0.577962577962578,0.025553356127406873,0.0
