key,name,side_effects
601251,Zaleplon,"['drowsiness', 'dizziness', 'lightheadedness', 'lack of coordination', 'numbness, burning, or tingling in the hands or feet', 'headache', 'loss of appetite', 'vision problems', 'eye pain', 'sensitivity to noise', 'distorted sense of smell', 'painful menstrual periods', 'rash', 'itching', 'hives', 'swelling of the face, throat, tongue, lips, or eyes', 'hoarseness', 'difficulty breathing or swallowing']"
601001,Dolasetron,"['headache', 'tiredness', 'heartburn', 'chills', 'less frequent urination', 'dizziness', 'rapid, pounding, or irregular heart beat', 'hives', 'rash', 'itching', 'difficulty swallowing or breathing', 'dizziness, light-headedness, or fainting', 'fast, slow or irregular heartbeat', 'agitation', 'hallucinations (seeing things or hearing voices that do not exist)', 'fever', 'excessive sweating', 'confusion', 'nausea, vomiting, or diarrhea', 'loss of coordination', 'stiff or twitching muscles', 'seizures', 'coma (loss of consciousness)']"
692027,Ramipril,"['headache', 'dizziness', 'cough', 'upset stomach', 'vomiting', 'excessive tiredness', 'weakness', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'rash, itching, hives, hoarseness, or difficulty breathing or swallowing', 'yellowing of the skin or eyes', 'fever, sore throat, chills, and other signs of infection', 'lightheadedness or fainting']"
615044,Daclatasvir,"['headache', 'diarrhea', 'near fainting or fainting', 'dizziness or lightheadedness', 'weakness or not feeling well', 'shortness of breath', 'chest pain', 'memory problems', 'confusion']"
620038,Capmatinib,"['vomiting', 'nausea', 'diarrhea', 'constipation', 'muscle, bone, or back pain', 'loss of appetite', 'tiredness and weakness', 'dizziness', 'swelling in hands, feet, ankles, or lower legs', 'rash', 'shortness of breath or trouble breathing, cough, fever, or other signs of infection', 'chest pain', 'pain in right upper part of the stomach; swelling in your stomach area; unusual bruising or bleeding; dark urine; yellowing of the skin and eyes; nausea, vomiting; light colored stools; loss of appetite', 'ongoing pain that begins in the stomach area, but may spread to the back; nausea; vomiting; weight loss']"
615020,Panobinostat,"['weight loss', 'headache', 'black, tarry, or bloody stools', 'bloody vomit or vomited material that looks like coffee grounds', 'unusual bruising or bleeding', 'pink or brown urine', 'blood in phlegm', 'confusion', 'changes in your speech', 'fever, cough, chills, sweating or other signs of infection', 'pale skin', 'nausea, vomiting, loss of appetite, dark urine, stomach pain, extreme tiredness, lack of energy, or yellowing of skin or white of eyes']"
605017,Palifermin,"['thick tongue', 'change in color of tongue', 'change in ability to taste food', 'increased or decreased feelings when touched, especially in and around the mouth', 'burning or tingling, especially in and around the mouth', 'joint pain', 'fever', 'rash', 'hives', 'red or itching skin', 'difficulty breathing or swallowing', 'swelling of the hands, feet, ankles, or lower legs']"
681029,Naproxen,"['constipation', 'gas', 'excessive thirst', 'headache', 'dizziness', 'lightheadedness', 'drowsiness', 'difficulty falling asleep or staying asleep', 'burning or tingling in the arms or legs', 'cold symptoms', 'ringing in the ears', 'hearing problems', 'changes in vision', 'feeling that the tablet is stuck in your throat', 'unexplained weight gain', 'shortness of breath or difficulty breathing', 'swelling in the abdomen, ankles, feet, or legs', 'sore throat, fever, chills, and other signs of infection', 'blisters', 'rash', 'skin reddening', 'itching', 'hives', 'swelling of the eyes, face, lips, tongue, throat, arms, or hands', 'difficulty breathing or swallowing', 'hoarseness', 'excessive tiredness', 'pain in the upper right part of the stomach', 'nausea', 'diarrhea', 'yellowing of the skin or eyes', 'flu-like symptoms', 'bruises or purple blotches under the skin', 'fast heartbeat', 'cloudy, discolored, or bloody urine', 'back pain', 'difficult or painful urination', 'decreased urination', 'loss of appetite', 'confusion']"
698009,Irbesartan,"['diarrhea', 'heartburn', 'excessive tiredness', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'hoarseness', 'difficulty breathing or swallowing']"
609001,Rufinamide,"['sleepiness', 'headache', 'loss of coordination', 'difficulty walking', 'excessive movement or activity', 'uncontrollable shaking of a part of the body', 'uncontrollable movements of the eyes', 'difficulty paying attention', 'dizziness', 'loss of appetite', 'nausea', 'vomiting', 'back pain', 'stomach pain', 'fever', 'rash', 'hives', 'itching', 'swelling of the face', 'decreased ability to respond to others', 'seizures', 'blurred or double vision', 'yellowing of the skin or eyes', 'dark-colored urine', 'light-colored stool']"
682415,Mitomycin,"['nausea', 'vomiting', 'loss of appetite or weight', 'sores in the mouth and throat', 'headache', 'fainting', 'blurred vision', 'hair loss', 'loss of strength and energy', 'rash', 'pain, itching, redness, swelling, blisters, or sores on the skin especially near the injection site', 'shortness of breath', 'difficulty breathing', 'fast, irregular, or pounding heartbeat']"
623034,Quizartinib,"['diarrhea', 'nausea or vomiting, abdominal pain, or upset stomach', 'sores or ulcers inside or around the mouth', 'headache', 'decreased appetite', 'nose bleeds', 'difficulty sleeping', 'irritated or itchy eyes', 'cough, fever, fast or difficulty breathing', 'confusion or disorientation', 'fatigue']"
682144,Terbutaline,"['uncontrollable shaking of a part of the body', 'nervousness', 'dizziness', 'drowsiness', 'difficulty falling asleep or staying asleep', 'weakness', 'headache', 'nausea', 'sweating', 'dry mouth', 'increased difficulty breathing', 'tightening of the throat', 'fast, pounding, or irregular heartbeat', 'chest pain', 'seizures']"
608012,Betaine,"['nausea', 'confusion', 'drowsiness', 'behavior changes', 'headache', 'vomiting', 'seizures', 'loss of consciousness']"
682389,Imipramine,"['nausea', 'drowsiness', 'weakness or tiredness', 'excitement or anxiety', 'nightmares', 'dry mouth', 'skin more sensitive to sunlight than usual', 'changes in appetite or weight', 'constipation', 'difficulty urinating', 'frequent urination', 'changes in sex drive or ability', 'excessive sweating', 'jaw, neck, and back muscle spasms', 'slow or difficult speech', 'shuffling walk', 'uncontrollable shaking of a part of the body', 'fever, sore throat, or other signs of infection', 'difficulty breathing or swallowing', 'severe rash', 'yellowing of the skin or eyes', 'irregular heartbeat']"
619059,Lefamulin,"['diarrhea', 'nausea', 'vomiting', 'severe diarrhea (watery or bloody stools) that may occur with or without fever and stomach cramps (may occur up to 2 months or more after your treatment)']"
603014,Dexmethylphenidate,"['nausea', 'heartburn', 'weight loss', 'dry mouth', 'dizziness', 'drowsiness', 'nervousness or jitteriness', 'headache', 'excessive tiredness', 'slow or difficult speech', 'dizziness', 'weakness or numbness of an arm or leg', 'changes in vision or blurred vision', 'seizures', 'believing things that are not true', 'feeling unusually suspicious of others', 'hallucinations (seeing things or hearing voices that do not exist)', 'mood changes', 'depression', 'motor or verbal tics', 'swelling of the face, throat, tongue, lips, or eyes', 'rash', 'hives', 'itching', 'purple blotches under the skin', 'fever', 'blistering or peeling skin', 'joint pain', 'frequent, painful erections', 'erection that lasts longer than 4 hours', 'numbness, pain, or sensitivity to temperature in the fingers or toes', 'skin color change from pale to blue to red in the fingers or toes', 'unexplained wounds on the fingers or toes']"
693046,Terazosin,"['weakness, tiredness', 'stuffy or runny nose', 'decreased sexual ability', 'blurred vision', 'swelling of the hands, feet, ankles, or lower legs', 'hives, rash, itching, shortness of breath or difficulty breathing', 'rapid, pounding, or irregular heartbeat', 'painful erection of the penis that lasts for hours']"
619057,Semaglutide,"['nausea, vomiting, diarrhea', 'abdominal pain, constipation', 'heartburn, burping', 'ongoing pain that begins in the upper left or middle of the stomach but may spread to the back, with or without vomiting', 'rash; itching; swelling of the eyes, face, mouth, tongue, or throat; difficulty breathing or swallowing', 'decreased urination; swelling of legs, ankles, or feet', 'vision changes', 'severe stomach or intestinal problems']"
622058,Ganaxolone,"['sleepiness', 'tiredness', 'drooling', 'difficulty walking', 'fever, sore throat, cough, or other flu-like symptoms', 'runny nose, sneezing, or nasal congestion']"
625039,Suzetrigine,"['itching', 'rash', 'muscle spasms', 'nausea', 'vomiting']"
608048,Praziquantel,"['not feeling well', 'headache', 'dizziness', 'stomach pain', 'nausea', 'fever', 'itching', 'hives']"
603004,Eplerenone,"['headache', 'dizziness', 'diarrhea', 'stomach pain', 'cough', 'excessive tiredness', 'flu-like symptoms', 'breast enlargement or tenderness', 'abnormal vaginal bleeding', 'chest pain', 'tingling in arms and legs,loss of muscle tone, weakness or heaviness in legs, confusion, lack of energy, irregular  heartbeats']"
610003,Saxagliptin,"['sore throat', 'headache', 'joint pain', 'itching, rash, hives, or peeling skin', 'swelling of the face, lips, tongue or throat; difficulty breathing or swallowing; hoarseness', 'ongoing pain, that begins in the upper left or middle of the stomach but may spread to the back; vomiting, or loss of appetite', 'excessive tiredness; shortness of breath, especially when lying down; swelling of the feet, ankles, or legs; sudden weight gain', 'shaking, hunger, sweating, headache, rapid heartbeat, mood changes, and changes in vision']"
611050,Ticagrelor,"['dizziness', 'nausea, diarrhea', 'shortness of breath that occurs while you are at rest, after a small amount of exercise, or after any physical activity', 'chest pain', 'fast, slow, pounding, or irregular heartbeat', 'slowed or irregular breathing', 'swelling of the face, throat, tongue, lips, and eyes']"
616011,Rifapentine,"['temporary discoloration (yellow, reddish-orange, or brown color) of your skin, teeth, saliva, urine, stool, sweat, and tears', 'dizziness', 'fainting', 'increased sweating', 'diarrhea (up to 2 months after your treatment)', 'rash', 'itching', 'hives', 'cough with wheezing', 'difficulty breathing', 'red, itchy, or irritated eyes', 'fever', 'blisters', 'changes in thinking and behavior', 'swelling of the eyes, face, lips, tongue, throat, arms, hands, feet, ankles, or lower legs', 'fast or irregular heartbeat', 'nausea', 'vomiting', 'chest pain', 'flu-like symptoms such as fever, chills, muscle aches, muscle pain, tiredness, and headache', 'stomach pain', 'loss of appetite', 'dark urine', 'joint pain or swelling', 'yellowing of the skin or eyes']"
624033,Vadadustat,"['diarrhea (loose stool)', 'headache', 'tiredness', 'rash, difficulty breathing or wheezing', 'stomach pain, yellowing of skin or whites of eyes, dark urine', 'changes in behavior or personality changes, seizures or convulsions or increased frequency of seizures', 'stomach pain, bloating, loss of appetite, bright red blood in stool or dark, tarry stools, difficulty or painful swallowing, chest pain, heartburn']"
695004,Fluvoxamine,"['nausea, vomiting, diarrhea', 'indigestion', 'change in taste', 'decreased appetite', 'sweating', 'difficulty falling asleep or staying asleep', 'anxiety, nervousness', 'sexual problems in males; decreased sex drive, inability to get or keep an erection, or delayed or absent ejaculation', 'sexual problems in females; decreased sex drive, or delayed orgasm or inability to have an orgasm', 'fever, sweating, confusion, fast or irregular heartbeat, and severe muscle stiffness or twitching, agitation, hallucinations, loss of coordination, nausea, vomiting, or diarrhea', 'headache; unsteadiness; difficulty concentrating, memory problems, or confusion', 'rash; hives; swelling of the eyes, face, lips, tongue, or throat; difficult breathing or swallowing', 'seizures', 'coma (loss of consciousness)', 'unusual bleeding or bruising']"
611006,Fingolimod,"['weakness', 'back pain', 'pain in the arms or leg', 'diarrhea', 'stomach pain', 'nausea', 'headache or migraine', 'hair loss', 'slow heartbeat', 'rash, hives, itching; swelling of the face, eye, mouth, throat, tongue or lips; or difficulty swallowing or breathing', 'sore throat, body aches, fever, chills, cough, and other signs of infection during treatment and for 2 months after your treatment', 'headache, neck stiffness, fever, sensitivity to light, nausea, or confusion during treatment and for 2 months after your treatment', 'sudden severe headache, confusion, changes in vision, or seizures', 'blurriness, shadows, or a blind spot in the center of your vision; sensitivity to light; unusual color to your vision or other vision problems', 'weakness on one side of the body or clumsiness of the arms or legs that worsens over time; changes in your thinking, memory, or balance; confusion or personality changes; or loss of strength', 'new or worsening shortness of breath', 'nausea, vomiting, loss of appetite, abdominal pain, yellowing of skin or eyes, or dark urine']"
698023,Ceftibuten,"['diarrhea', 'stomach pain', 'nausea', 'vomiting', 'heartburn', 'headache', 'dizziness', 'watery or bloody stools, stomach cramps, or fever during treatment or for up to two or more months after stopping treatment', 'rash', 'itching', 'hives', 'difficulty breathing or swallowing', 'wheezing', 'a return of fever, sore throat, chills, or other signs of infection']"
619049,Entrectinib,"['tiredness', 'constipation', 'diarrhea', 'nausea', 'vomiting', 'abdominal (stomach area) pain', 'taste changes', 'numbness, pain, burning, or tingling in the arms, hands, feet, or legs', 'headache', 'joint pain', 'muscle pain or weakness', 'leg, arm, or back pain', 'increased weight', 'rash', 'difficulty falling or staying asleep', 'difficulty with learning, memory, attention, or problem solving', 'mood changes such as anxiety, depression, confusion, or agitation', 'feeling unsteady or having trouble keeping your balance, sleepiness, or dizziness', 'hallucinations (seeing things or hearing voices that do not exist)', 'trouble speaking or understanding', 'bone pain, difficulty moving, or bone abnormalities', 'double vision, blurred vision, eye sensitivity to light, loss of vision, or other changes in vision', 'red, swollen, stiff, or painful joints', 'pain in upper right part of the stomach, yellowing of skin or eyes, nausea or vomiting, loss of appetite, or bleeding or bruising easily', 'shortness of breath; sudden weight gain; persistent coughing or wheezing; tiredness, weakness, or fatigue; difficulty breathing when lying down; or swelling of the arms, legs, hands, or feet', 'feeling faint, lightheaded, or dizzy', 'fast or irregular heartbeat', 'cough, fever, chills, or other signs of infection', 'difficult, painful, or bloody urination', 'intense low back or side pain']"
699052,Balsalazide,"['headache', 'abdominal pain', 'upset stomach', 'diarrhea', 'vomiting', 'joint or muscle pain', 'difficulty falling or staying asleep', 'tiredness', 'gas', 'runny nose, cough, fever, sore throat, or flu-like symptoms', 'loss of appetite', 'constipation', 'dry mouth', 'mouth sores', 'painful menstrual periods', 'rash, hives, itching or peeling or blistering skin', 'swelling of the eyes, face, lips, tongue, mouth, or throat', 'difficulty breathing or swallowing', 'new or worsening cough', 'shortness of breath', 'chest pain', 'extreme tiredness', 'yellowing of the skin or eyes', 'pain in the right upper part of the stomach', 'pale stools', 'difficult or painful urination or cloudy, discolored or bloody urine', 'side or back pain', 'bloating or swelling of the stomach', 'increased diarrhea', 'increased rectal bleeding']"
616029,Cobicistat,"['nausea', 'yellowing of the skin or eyes', 'rash', 'decreased urination']"
609027,Prasugrel,"['dizziness', 'excessive tiredness', 'pain in the back, arms, or legs', 'cough', 'swelling of the arms, hands, feet, ankles, or lower legs', 'fever; weakness; paleness; purple patches on the skin; yellowing of the skin or eyes; shortness of breath; slow, fast, or irregular heartbeat', 'sudden headache, confusion, seizures, slow or difficult speech, or sudden weakness or numbness of an arm or leg', 'stomach pain, nausea, vomiting, or diarrhea', 'decreased urination or red or pink urine', 'rash; swelling of the eyes, face, mouth, lips, tongue, throat; diffuluty breathing or swallowing; chest pain or pressure; or dizziness or fainting']"
600014,Montelukast,"['headache', 'heartburn', 'stomach pain', 'tiredness', 'diarrhea', 'difficulty breathing or swallowing; swelling of the face, throat, tongue, lips, or eyes; hoarseness; itching; rash; hives', 'blistering, peeling, or shedding skin', 'flu-like symptoms, rash, pins and needles or numbness in the arms or legs, pain and swelling of the sinuses', 'ear pain, fever (in children)']"
697009,Mirtazapine,"['drowsiness', 'dizziness', 'increased weight and appetite', 'flu-like symptoms, fever, chills, sore throat, mouth sores, or other signs of infection', 'fever, sweating, confusion, fast or irregular heartbeat, severe muscle stiffness or twitching, agitation, hallucinations, loss of coordination, nausea, vomiting, or diarrhea', 'chest pain, fast heartbeat', 'headache; unsteadiness; problems with thinking, concentration, or memory', 'unusual bleeding or bruising', 'rash; itching; hives or blisters; hoarseness; fever; swollen glands; difficulty breathing or swallowing; swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'seizures']"
614022,Apremilast,"['diarrhea', 'nausea', 'stomach pain', 'vomiting', 'headache', 'sore throat, cough, and fever', 'sneezing, runny nose, and nasal congestion']"
617016,Brigatinib,"['nausea', 'diarrhea', 'vomiting', 'constipation', 'tiredness', 'rash', 'headache', 'numbness, pain, tingling, or burning feeling in the feet or hands', 'back or joint pain', 'loss of appetite', 'difficulty falling asleep or staying asleep', 'shortness of breath or difficulty breathing', 'chest pain', 'cough with or without mucus', 'fever', 'headache, dizziness, lightheadedness, or feeling faint', 'blurred or double vision', 'seeing flashes of light', 'light hurting your eyes', ""seeing ''floaters'' or small specks"", 'extreme thirst, frequent urination, extreme hunger, blurred vision, or weakness', 'upper stomach pain that may spread to the back or get worse with eating; weight loss; or nausea', 'slow or irregular heartbeat', 'muscle pain, spasms, tenderness, or weakness']"
621014,Vericiguat,"['dizziness', 'lightheadedness', 'pale skin, tiredness, or shortness of breath']"
682237,Carbamazepine,"['dizziness', 'drowsiness', 'difficulty speaking', 'uncontrollable shaking of a part of the body', 'constipation', 'dry mouth', 'problems with walking and coordination', 'confusion', 'rash', 'fast, slow, or pounding heartbeat; shortness of breath, dizziness, or fainting', 'nausea, vomiting, loss of appetite, yellowing of the skin or eyes, pain on the right side of your stomach area, dark urine,', 'vision changes', 'fatigue', 'swelling of your face, eyes, eyelids, lips, or tongue', 'difficulty swallowing or breathing', 'swollen glands', 'headache, new or increased number of seizures, difficulty concentrating, confusion, weakness, or unsteadiness', 'severe rash with one or more of the following: fever, muscle or joint aches, red or swollen eyes, blisters or peeling skin, mouth sores, or swelling of your face or neck']"
607069,Ivermectin,"['dizziness', 'loss of appetite', 'nausea', 'vomiting', 'stomach pain or bloating', 'diarrhea', 'constipation', 'weakness', 'uncontrollable shaking of a part of the body', 'chest discomfort', 'swelling of the eyes, face, arms, hands, feet, ankles, or lower legs', 'joint pain and swelling', 'painful and swollen glands of the neck, armpit or groin', 'rapid heartbeat', 'eye pain, redness, or tearing', 'swelling of the eye or eyelids', 'abnormal sensation in the eyes', 'fever', 'blistering or peeling skin', 'rash', 'hives', 'itching', 'sleepiness. confusion, disorientation, or coma (loss of consciousness for a period of time)']"
606008,Phenylephrine,"['nervousness', 'dizziness', 'sleeplessness']"
623050,Etrasimod,"['headache', 'dizziness', 'nausea, vomiting, abdominal pain, tiredness, loss of appetite, yellowing of the skin or eyes, dark colored urine', 'blurriness or shadows in your vision, sensitivity to light, a blind spot in the center of your vision, unusually colored vision', 'changes in the appearance of your skin or new or changed moles or skin lesions', 'sudden severe headache, sudden confusion, loss of vision or changes in vision, seizure', 'shortness of breath', 'difficulty or pain on urination or increased frequency of urination', 'cough, difficulty breathing, severe congestion']"
613010,Teriflunomide,"['hair loss', 'diarrhea', 'blurry vision', 'toothache', 'acne', 'joint or muscle pain', 'anxiety', 'weight loss', 'fast, irregular, or slow heartbeat, headache, dizziness, pale skin, or confusion', 'fever, cough, sore throat, chills, and other signs of infection', 'numbness, burning, or tingling in the hands, arms, feet, or legs that is different than MS symptoms', 'loss of muscle tone', 'weakness or heaviness in legs', 'cold, gray skin', 'red, peeling, or blistering skin', 'rash, hives, or itching', '', 'difficulty swallowing; shortness of breath; swelling of the face, eyes, mouth, throat, tongue, or lips', 'rash that may occur with fever, swollen glands, or swelling of the face', 'stomach, side, or back pain']"
682050,Oxazepam,"['drowsiness', 'dizziness', 'headache', 'frequent urination', 'severe skin rash, difficulty breathing or swallowing', 'yellowing of the skin or eyes', 'irregular heartbeat']"
612009,Vemurafenib,"['tiredness', 'joint, muscle, arm, leg, or back pain', 'redness or swelling in hands, feet, ankles, or lower legs', 'change in sense of taste', 'headache', 'hair loss', 'dry or itchy skin', 'diarrhea', 'constipation', 'cough', 'changes in skin appearance', 'new wart', 'skin sore or red bump that bleeds or does not heal', 'change in size or color of a mole', 'extreme tiredness', 'unusual bruising or bleeding', 'nausea', 'vomiting', 'loss of appetite', 'pain in the upper right part of the stomach', 'yellowing of the skin or eyes', 'eye sensitivity to light', 'eye redness or pain', 'vision changes', 'unusual thickening of palms of hands', 'tightening of the fingers inwards towards the palm', 'unusual thickening of soles of feet, that may be painful', 'difficulty breathing or swallowing', 'rapid, irregular, or pounding heartbeats', 'fainting', 'rash or redness all over the body', 'hives', 'peeling or blistering skin', 'fever']"
607055,Lapatinib,"['nausea', 'vomiting', 'heartburn', 'sores on the lips, mouth, or throat', 'loss of appetite', 'red, painful, numb, or tingling hands and feet', 'dry skin', 'pain in the arms, legs, or back', 'difficulty falling asleep or staying asleep', 'shortness of breath', 'dry cough', 'coughing up pink or bloody mucus', 'fast, irregular, or pounding heartbeat', 'weakness', 'swelling of the hands, feet, ankles, or lower legs', 'rash', 'fever', 'blistering or peeling skin']"
611046,Abiraterone,"['joint swelling or pain', 'groin pain', 'hot flashes (a sudden wave of mild or intense body heat)', 'diarrhea', 'constipation', 'heartburn', 'cough', 'sore throat', 'stuffy or runny nose', 'difficulty falling asleep or staying asleep', 'dizziness', 'feeling faint or lightheaded', 'headache', 'confusion', 'fast or irregular heartbeats', 'muscle weakness or aches', 'leg pain', 'swelling of the hands, feet, ankles, or lower legs', 'shortness of breath', 'rash; hives; itching; difficulty breathing or swallowing; or swelling of the face, lips, tongue or throat', 'unusual bruising or bleeding', ',', 'yellowing of the skin or eyes, nausea, vomiting, loss of appetite, extreme tiredness, lack of energy, dark urine, or pain in the upper right part of the stomach', 'flu-like symptoms such as fever', 'blood in urine', 'difficult, painful, or frequent urination', 'falling', 'bone fracture']"
693048,Isradipine,"['headache', 'dizziness or lightheadedness', 'flushing', 'fast heartbeat', 'excessive tiredness', 'upset stomach', 'vomiting', 'diarrhea', 'chest pain', 'swelling of the face, eyes, lips, tongue, arms, or legs', 'difficulty breathing or swallowing', 'fainting', 'rash']"
682098,Tetracycline,"['nausea', 'vomiting', 'diarrhea', 'itching of the rectum or vagina', 'swollen tongue', 'black or hairy tongue', 'sore or irritated throat', 'headache', 'blurred vision, seeing double, or loss of vision', 'skin rash', 'hives', 'swelling of the face, throat, tongue, lips, and eyes', 'difficulty breathing or swallowing', 'joint stiffness or swelling', 'unusual bleeding or bruising', 'chest pain', 'a return of fever, sore throat, chills, or other signs of infection', 'watery or bloody stools , stomach cramps, or fever during treatment or for up to two or more months after stopping treatment']"
618009,Tetrabenazine,"['nausea', 'diarrhea', 'vomiting', 'decreased appetite', 'headache', 'pain or burning upon urination', 'bruising', 'difficulty speaking or being understood', 'fever, sweating, confusion, fast or irregular heartbeat, and severe muscle stiffness', 'difficulty moving, or keeping your balance', 'muscle stiffness', 'irregular heartbeat', 'shortness of breath', 'restlessness']"
681043,Isotretinoin,"['red, cracked, and sore lips', 'dry skin, eyes, mouth, or nose', 'nosebleeds', 'changes in skin color', 'peeling skin on the palms of the hands and soles of the feet', 'changes in the nails', 'slowed healing of cuts or sores', 'bleeding or swollen gums', 'hair loss or unwanted hair growth', 'sweating', 'flushing', 'voice changes', 'tiredness', 'cold symptoms', 'headache', 'blurred vision', 'dizziness', 'nausea', 'vomiting', 'seizures', 'slow or difficult speech', 'weakness or numbness of one part or side of the body', 'stomach pain', 'chest pain', 'difficulty swallowing or pain when swallowing', 'new or worsening heartburn', 'diarrhea', 'rectal bleeding', 'yellowing of the skin or eyes', 'dark colored urine', 'back, bone, joint or muscle pain', 'muscle weakness', 'difficulty hearing', 'ringing in the ears', 'vision problems', 'painful or constant dryness of the eyes', 'unusual thirst', 'frequent urination', 'trouble breathing', 'fainting', 'fast or pounding heartbeat', 'red, swollen, itchy, or teary eyes', 'fever', 'rash', 'peeling or blistering skin, especially on the legs, arms, or face', 'sores in the mouth, throat, nose, or eyes', 'red patches or bruises on the legs', 'swelling of the eyes, face, lips, tongue, throat, arms, hands, feet, ankles, or lower legs', 'difficulty swallowing or pain when swallowing']"
698024,Cefpodoxime,"['nausea', 'vomiting', 'diarrhea', 'stomach pain', 'swelling, redness, irritation, burning, or itching of the vagina', 'white vaginal discharge', 'headache', 'watery or bloody stools, stomach cramps, or fever during treatment or for up to two or more months after stopping treatment', 'rash', 'itching', 'hives', 'difficulty breathing or swallowing', 'wheezing', 'a return of fever, sore throat, chills, or other signs of infection']"
601088,Olsalazine,"['stomach upset', 'nausea', 'bloating', 'loss of appetite', 'headache', 'muscle or joint pain', 'dizziness', 'difficulty falling or staying asleep', 'rash, hives, itching or peeling or blistering skin', 'fever', 'swelling of the eyes, face, lips, tongue, mouth, or throat', 'difficulty breathing or swallowing', 'new or worsening cough', 'shortness of breath', 'chest pain', 'diarrhea', 'unusual bleeding or bruising', 'extreme tiredness', 'yellowing of the skin or eyes', 'pain in the right upper part of the stomach', 'pale stools', 'difficult or painful urination or cloudy, discolored, or bloody urine', 'back pain']"
698022,Cefprozil,"['nausea', 'diarrhea', 'vomiting', 'stomach pain', 'dizziness', 'genital itching', 'rash', 'itching', 'hives', 'difficulty breathing or swallowing', 'wheezing', 'swelling of the face, throat, tongue, lips, or eyes', 'watery or bloody stools, stomach cramps, or fever during treatment or for up to two or more months after stopping treatment', 'a return of fever, sore throat, chills, or other signs of infection']"
682306,Mesoridazine,"['drowsiness', 'dry mouth', 'nausea', 'vomiting', 'diarrhea', 'constipation', 'restlessness', 'headache', 'weight gain', 'dizziness or seizures', 'lightheadedness or fainting', 'tremor', 'jaw, neck, or back muscle spasms', 'restlessness or pacing', 'fine worm-like tongue movements', 'unusual face, mouth, or jaw movements', 'shuffling walk', 'slow, jerky movements', 'seizures or convulsions', 'difficulty urinating or loss of bladder control', 'eye pain or discoloration', 'difficulty breathing or fast breathing', 'skin rash', 'yellowing of the skin or eyes']"
682395,Probenecid,"['headache', 'upset stomach', 'vomiting', 'loss of appetite', 'dizziness', 'severe skin rash', 'difficulty breathing or swallowing', 'unusual bleeding or bruising']"
604013,Frovatriptan,"['dizziness, drowsiness', 'headache', 'dry mouth', 'indigestion', 'excessive tiredness', 'flushing', 'hot or cold feeling', 'pain in joints or bones', 'tightness, pain, pressure, or heaviness in the chest, throat, neck, or jaw', 'shortness of breath', 'breaking out in a cold sweat', 'lightheadedness, faintness', 'slow or difficult speech', 'weakness or numbness of an arm or leg', 'sudden or severe stomach pain', 'bloody diarrhea', 'constipation', 'sudden weight loss', 'vomiting', 'rapid, pounding, or irregular heartbeat', 'difficulty breathing or swallowing', 'paleness or blue color of the fingers and toes', 'pain, burning, or tingling in the hands or feet', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'hoarseness', 'hives, rash, itching']"
685041,Naltrexone,"['nausea', 'vomiting', 'stomach pain or cramping', 'diarrhea', 'constipation', 'loss of appetite', 'headache', 'dizziness', 'anxiety', 'nervousness', 'irritability', 'tearfulness', 'difficulty falling or staying asleep', 'increased or decreased energy', 'drowsiness', 'muscle or joint pain', 'rash', 'confusion', 'hallucinations (seeing things or hearing voices that do not exist)', 'blurred vision', 'severe vomiting and/or diarrhea']"
604008,Tadalafil,"['headache', 'indigestion or heartburn', 'nausea', 'diarrhea', 'flushing', 'pain in the stomach, back, muscles, arms, or legs', 'cough', 'sudden decrease or loss of vision (see below for more information)', 'blurred vision', 'changes in color vision (seeing a blue tinge on objects or having difficulty telling the difference between blue and green)', 'sudden decrease or loss of hearing (see below for more information)', 'ringing in ears', 'erection that lasts longer than 4 hours', 'dizziness', 'chest pain', 'hives', 'rash', 'difficulty breathing or swallowing', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'blistering or peeling of skin']"
682653,Mercaptopurine,"['nausea', 'vomiting', 'darkening of the skin', 'hair loss', 'rash', 'pale skin', 'weakness', 'shortness of breath', 'sore throat, fever, chills, or other signs of infection', 'swelling in the legs, ankles, or feet', 'unusual bruising or bleeding', 'yellowing of the skin or eyes', 'loss of appetite', 'diarrhea', 'swelling of the stomach area', 'pain in the upper right part of the stomach']"
623006,Lenacapavir,"['nausea', 'headache', 'any new symptoms or signs of infection such as fever, rash, swelling, fatigue, body aches, and joint pain']"
