key,name,side_effects
682132,Oxycodone,"['nausea, vomiting', 'difficulty falling asleep or staying asleep', 'headache', 'weakness, tiredness', 'decreased sexual desire, inability to get or keep an erection', 'chest pain, changes in heartbeat', 'agitation, hallucinations (seeing things or hearing voices that do not exist), fever, sweating, confusion, fast heartbeat, shivering, severe muscle stiffness or twitching, loss of coordination, or diarrhea', 'nausea, vomiting, loss of appetite, weakness, or dizziness', 'new pain or pain from touch or doing ordinary tasks such as combing your hair', 'rash; itching; hives; hoarseness; difficulty breathing or swallowing; or swelling of the face, mouth, tongue, lips, or throat', 'difficulty swallowing, regurgitation (bringing up swallowed food into throat and mouth), pain in the chest area', 'seizures', 'extreme drowsiness', 'unusual snoring or long pauses during breaths during sleep']"
682494,Guaifenesin,"['headache', 'nausea', 'vomiting']"
699032,Thalidomide,"['drowsiness', 'confusion', 'anxiety', 'depression or mood changes', 'difficulty falling asleep or staying asleep', 'bone, muscle, joint, or back pain', 'weakness', 'headache', 'change in appetite', 'weight changes', 'nausea', 'constipation', 'dry mouth', 'dry skin', 'pale skin', 'uncontrollable shaking of a part of the body', 'swelling of the hands, feet, ankles, or lower legs', 'difficulty achieving or maintaining an erection', 'rash', 'itching', 'hives', 'blistering and peeling skin', 'swelling of the face, throat, tongue, lips, or eyes', 'hoarseness', 'difficulty swallowing or breathing', 'fever, sore throat, chills, cough, or other signs of infection', 'slow or fast heartbeat', 'seizures']"
604014,Gemifloxacin,"['diarrhea', 'nausea', 'stomach pain', 'vomiting', 'unusual tiredness', 'severe diarrhea (watery or bloody stools) that may occur with or without fever and stomach cramps (may occur up to 2 months or more after your treatment)', 'rash', 'hives', 'itching', 'peeling or blistering of the skin', 'fever', 'swelling of the eyes, face, mouth, lips, tongue, throat, hands, feet, ankles, or lower legs', 'hoarseness or throat tightness', 'difficulty breathing or swallowing', 'ongoing or worsening cough', 'yellowing of the skin or eyes; pale skin; dark urine; or light colored stool', 'extreme thirst or hunger; pale skin; feeling shaky or trembling; fast or fluttering heartbeat; sweating; frequent urination; trembling; blurred vision; or unusual anxiety', 'fainting or loss of consciousness', 'sudden pain in the chest, stomach, or back']"
682291,Nitrofurantoin,"['nausea', 'vomiting', 'loss of appetite', 'heartburn or gas', 'hair loss', 'headache', 'rash', 'hives', 'difficulty breathing or swallowing', 'swelling of the eyes, face, mouth, lips, tongue, or throat', 'fever or chills', 'chest pain', 'persistent cough', 'numbness, tingling, or pinprick sensation in the fingers and toes', 'muscle weakness', 'yellowing of the skin or eyes, dark urine, loss of appetite, fatigue, or pain or discomfort in right upper stomach area', 'confusion', 'dizziness', 'paleness', 'severe diarrhea (watery or bloody stools) that may occur with or without fever and stomach cramps (may occur up to 2 months or more after your treatment)', 'eye pain or vision changes']"
618051,Cannabidiol,"['diarrhea', 'tiredness', 'difficulty falling asleep or staying asleep', 'loss of appetite', 'weight loss', 'stomach pain or discomfort', 'drooling or excessive saliva', 'problems with walking', 'rash', 'hives', 'redness', 'loss of appetite; nausea; vomiting; yellow skin or eyes; itching; unusual darkening of the urine; or right upper stomach area pain or discomfort', 'fever, cough, or other signs of infection']"
624022,Sotagliflozin,"['diarrhea', 'increased thirst', 'dry mouth', 'burning feeling when urinating, having to urinate a lot or urinate right away, pain in the lower part of the stomach, or blood in the urine.', 'headache, shaky or jittery feeling, irritability, fast heartbeat, weakness, drowsiness, sweating, confusion, dizziness, hunger', 'pain or tenderness around anus or genitals, swelling in this area, or redness of the skin in this area', 'vaginal odor, white or yellowish vaginal discharge, vaginal itching', 'redness, itching or swelling of the penis, smelly discharge from the penis, pain in the skin around the penis']"
682141,Oxybutynin,"['dry mouth, eyes, nose or skin', 'blurred vision', 'stomach pain, constipation, diarrhea, nausea, heartburn, gas', 'change in ability to taste food', 'headache', 'dizziness, weakness, confusion', 'sleepiness or difficulty falling asleep or staying asleep', 'nervousness', 'flushing', 'swelling of the hands, arms, feet, ankles, or lower legs', 'back or joint pain', 'rash, hives and/or swelling of the eyes, face, lips, tongue, or throat', 'hoarseness, difficulty breathing or swallowing', 'frequent, urgent, or painful urination', 'fast, irregular, or pounding heartbeat']"
610021,Levonorgestrel,"['heavier or lighter than usual menstrual bleeding', 'spotting or bleeding between menstrual periods', 'nausea', 'vomiting', 'diarrhea', 'tiredness', 'headache', 'dizziness', 'breast pain or tenderness', 'severe lower abdominal pain (3 to 5 weeks after taking levonorgestrel)']"
682569,Methyclothiazide,"['frequent urination', 'stomach pain', 'upset stomach', 'constipation', 'diarrhea', 'loss of appetite', 'headache', 'blurred vision', 'dry mouth; thirst; nausea; vomiting; weakness, tiredness; drowsiness; restlessness; confusion; muscle weakness, pain, or cramps; fast heartbeat and other signs of dehydration and electrolyte imbalance', 'yellowing of the eyes and skin', 'fever', 'blisters or peeling skin', 'difficulty breathing or swallowing', 'rash', 'itching', 'hives']"
682550,Ethambutol,"['loss of appetite', 'upset stomach', 'vomiting', 'numbness and tingling in the hands or feet', 'blurred vision', 'inability to see the colors red and green', 'sudden changes in vision', 'skin rash', 'itching']"
618021,Penicillamine,"['loss of appetite', 'change in the way things taste', 'nausea', 'vomiting', 'diarrhea', 'abdominal pain', 'wrinkling of skin', 'nail changes', 'rash, itching, hives, shedding skin, fever, joint pain, or swollen lymph nodes', 'painful or itchy blisters and sores on the skin, mouth, and genitals', 'fever, sore throat, chills, unusual bleeding or bruising', 'shortness of breath, unexplained cough or wheezing', 'foamy or pink, red, brown, or bloody urine', 'muscle weakness, drooping eyelids, or double vision']"
621049,Odevixibat,"['stomach pain', 'vomiting', 'decreased weight', 'yellow eyes or skin; loss of appetite; dark urine; or pain or discomfort in right upper stomach area', 'extreme thirst, dry mouth and/or skin, sunken eyes, or fast heartbeat', 'diarrhea', 'unusual bleeding or bruising; bleeding gums; bloody, black, or tarry stools; or vomiting blood or vomit that looks like coffee grounds']"
697037,Azithromycin,"['nausea', 'diarrhea', 'vomiting', 'stomach pain', 'headache', 'fast, pounding, or irregular heartbeat', 'dizziness', 'fainting', 'rash with or without a fever', 'blisters or peeling', 'fever and pus-filled, blister-like sores, redness, and swelling of the skin', 'hives', 'itching', 'wheezing or difficulty breathing or swallowing', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'hoarseness', 'vomiting or irritability while feeding (in infants less than 6 weeks old)', 'severe diarrhea (watery or bloody stools) that may occur with or without fever and stomach cramps (may occur up to 2 months or more after your treatment)', 'yellowing of the skin or eyes', 'extreme tiredness', 'unusual bleeding or bruising', 'lack of energy', 'loss of appetite', 'pain in the upper right part of the stomach', 'flu-like symptoms', 'dark-colored urine', 'unusual muscle weakness or difficulty with muscle control', 'pink and swollen eyes']"
682053,Lorazepam,"['drowsiness', 'dizziness', 'weakness', 'unsteadiness', 'rash; hives; itching; swelling of the face, eyes, or mouth; wheezing; or shortness of breath', 'yellowing of skin or eyes']"
698013,Ropinirole,"['nausea, vomiting', 'heartburn or gas', 'decrease in appetite', 'weakness', 'headache', 'sweating or flushing', 'confusion', 'swelling of thefeet, ankles, or lower legs', 'hallucinations (seeing things or hearing voices that do not exist); feeling unusually suspicious of others; confusion; aggressive or unfriendly behavior; agitation; having strange thoughts or beliefs that have no basis in reality', 'fainting, dizzy, lightheaded', 'slow, fast, or irregular heartbeat', 'rash; itching; hives; swelling of the face, lips, mouth, tongue, or throat; swelling of the face, lips, mouth, tongue, or throat; shortness of breath; difficulty swallowing or breathing']"
613039,Ospemifene,"['hot flashes or flushes', 'vaginal discharge', 'muscle spasms', 'increased sweating', 'hives, rash; itching; hoarseness; difficulty swallowing or breathing; or swelling of the face, throat, tongue, lips or eyes']"
692009,Aldesleukin,"['nausea', 'vomiting', 'diarrhea', 'loss of appetite', 'sores in the mouth and throat', 'tiredness', 'weakness', 'dizziness', 'general feeling of being unwell', 'pain or redness at the place where the injection was given', 'seizures', 'chest pain', 'extreme worry', 'abnormal excitement or agitation', 'new or worsening depression', 'seeing things or hearing voices that do not exist (hallucinating)', 'changes in your vision or speech', 'loss of coordination', 'decreased alertness', 'unusual bruising or bleeding', 'extreme sleepiness or tiredness', 'difficulty breathing', 'wheezing', 'stomach pain', 'yellowing of the skin or eyes', 'decreased urination', 'rash', 'hives', 'itching', 'difficulty breathing or swallowing']"
682756,Acetazolamide,"['upset stomach', 'vomiting', 'loss of appetite', 'numbness and tingling', 'increased thirst and urination', 'drowsiness', 'headache', 'confusion', 'fever', 'rash', 'blood in urine', 'painful urination', 'yellowing of the skin or eyes', 'seizures', 'sore throat', 'unusual bleeding or bruising']"
616005,Osimertinib,"['diarrhea', 'constipation', 'stomach pain', 'rash', 'itching', 'dry or cracking skin', 'eczema', 'nausea', 'vomiting', 'loss of appetite', 'swelling or sores in the mouth', 'bone, muscle, joint, or back pain', 'headache', 'nail changes including swelling, redness, pain, splitting, breaking, and separation or loss from nailbed', 'tiredness', 'darkening of the skin', 'hair loss', 'fast or pounding heartbeat; shortness of breath; swelling of ankles or feet; or feeling lightheaded, dizzy, or faint', 'fever; new or worsening shortness of breath, difficulty breathing, or cough', 'rash, skin blisters, or skin peeling', 'purple spots, redness, or hives on arms, lower legs, buttocks, or trunk (torso)', 'chest pain', 'swollen, red, teary or painful eyes; sensitivity to light; or vision changes', 'new or persistent fever, bruising or bleeding, pale skin, unusual tiredness or weakness, or any signs of an infection']"
686002,Gemfibrozil,"['stomach pain', 'heartburn', 'muscle pain, tenderness, or weakness', 'blurred vision']"
684004,Triazolam,"['drowsiness', 'dizziness', 'lightheadedness', 'headache', 'problems with coordination', 'nervousness', 'tingling of the skin', 'nausea', 'vomiting', 'rash', 'hives', 'itching', 'swelling of the eyes, face, lips, tongue, or throat', 'feeling that the throat is closing', 'difficulty breathing or swallowing', 'hoarseness']"
601237,Eprosartan,"['excessive tiredness', 'stomach pain', 'joint pain', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'hoarseness', 'difficulty breathing or swallowing']"
617029,Telotristat,"['nausea', 'headache', 'depression', 'swelling of your hands, feet, or legs', 'gas', 'decreased appetite', 'fever', 'constipation', 'abdominal pain', 'rash or itching', 'swelling around the lips or eyes, difficulty breathing']"
619003,Gilteritinib,"['joint or muscle pain', 'extreme tiredness', 'nausea', 'vomiting', 'diarrhea', 'mouth sores', 'change in the ability to taste food', 'headache', 'loss of appetite', 'difficulty falling asleep or staying asleep', 'seizures; headache; decreased alertness; confusion; or vision changes', 'fast, pounding, or irregular heartbeat; fainting; loss of consciousness; or seizures', 'ongoing pain that begins in the stomach area but may spread to the back that may occur with or without nausea and vomiting']"
682579,Methocarbamol,"['drowsiness', 'dizziness', 'upset stomach', 'blurred vision', 'fever', 'black, blue, or green discoloration of urine', 'rash', 'itching']"
624047,Deuruxolitinib,"['acne', 'weight gain', 'headache', 'runny nose, sneezing, sore throat, or congestion', 'stomach pain, especially if it comes along with fever, chills, nausea or vomiting', 'shortness of breath, tiredness, weakness, or pale skin']"
693024,Bisoprolol,"['headache', 'dizziness', 'excessive tiredness', 'weakness', 'nausea, vomiting, diarrhea', 'muscle or joint pain', 'dry mouth', 'difficulty falling asleep or staying asleep', 'shortness of breath', 'swelling of the hands, feet, ankles, or lower legs', 'unusual weight gain', 'fainting', 'chest pain']"
686003,Guanabenz,"['dry mouth', 'drowsiness', 'dizziness', 'weakness', 'headache', 'decreased sexual ability', 'upset stomach', 'fainting', 'increased or decreased heartbeat', 'irregular heartbeat', 'swollen ankles or feet']"
621025,Ponesimod,"['dizziness', 'pain in hands or feet', 'slow heartbeat', 'sore throat, shortness of breath, body aches, fever, burning with urination, chills, cough, and other signs of infection during treatment and for up to 1 to 2 weeks after your final dose', 'headache, neck stiffness, fever, sensitivity to light, nausea, or confusion during treatment and for up to 1 to 2 weeks after your final dose', 'weakness on one side of the body or clumsiness of the arms or legs that worsens over time; changes in your thinking, memory, or balance; confusion or personality changes; or loss of strength', 'blurriness, shadows, or a blind spot in the center of your vision; sensitivity to light; unusual color to your vision or other vision problems', 'nausea, vomiting, loss of appetite, abdominal pain, yellowing of skin or eyes, or dark urine', 'new or worsening shortness of breath']"
693009,Rifabutin,"['nausea', 'heartburn', 'burping', 'gas', 'diarrhea', 'abdominal pain', 'altered sense of taste', 'rash', 'muscle pain', 'watery or bloody stools, stomach cramps, or fever during treatment or for up to two or more months after stopping treatment', 'rash, hives, difficulty breathing or swallowing,swelling of the face, throat, tongue, lips, or eyes,hoarseness, pink eye, or flu like symptoms', 'eye redness, pain, blurred vision or other vision changes', 'cough that lasts a long time, coughing up blood, chest pain, unexplained weight loss, extreme tiredness, fever, night sweats, chills, and loss of appetite.', 'unusual bruising or bleeding']"
682172,Fluphenazine,"['nausea, loss of appetite', 'weakness or tiredness', 'excitement or anxiety, nightmares', 'dry mouth', 'breast enlargement or discharge', 'late or missed menstrual period', 'decreased sexual ability', 'dizziness, feeling unsteady, or having trouble keeping your balance', 'problems urinating', 'uncontrollable movements of the face, mouth, jaw, or other body parts', 'tongue that sticks out of the mouth, fine, worm-like tongue movements', 'problems with coordination, falling down', 'fever, chills, sore throat, or flu-like symptoms', 'rash, itching, redness, hives, difficulty breathing or swallowing', 'yellowing of the skin or eyes', 'changes in vision', 'fever; stiff muscles; sweating; confusion; sweating; or fast, pounding, or irregular\r\nheartbeat']"
621052,Atogepant,"['nausea', 'constipation', 'decreased appetite', 'fatigue', 'sleepiness']"
611016,Lurasidone,"['dizziness, feeling unsteady, or having trouble keeping your balance', 'anxiety, restlessness', 'weakness', 'tiredness', 'slow movements or shuffling walk', 'nausea, vomiting,', 'breast enlargement or discharge', 'late or missed menstrual period', 'decreased sexual ability', 'seizures', 'difficulty swallowing or breathing; hoarseness; difficulty swallowing or breathing; swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'shortness of breath', 'sore throat, fever, cough, chills, and other signs of infection', 'fever, sweating, confusion, fast or irregular heartbeat, and severe muscle stiffness', 'unusual movements of your face or body that you cannot control', 'falling down']"
682587,Pyridoxine,"['upset stomach', 'headache', 'sleepiness', 'tingling, prickling, burning, or sensation of tightness of the hands and feet']"
682003,Megestrol,"['impotence', 'decreased sexual desire', 'unexpected vaginal bleeding', 'difficulty falling asleep or staying asleep', 'gas', 'rash', 'nausea', 'vomiting', 'dizziness', 'weakness', 'blurred vision', 'extreme thirst', 'frequent urination', 'extreme hunger', 'leg pain', 'difficulty breathing', 'sharp, crushing chest pain or heaviness in chest', 'slow or difficult speech', 'weakness or numbness of an arm or leg']"
608010,Desmopressin,"['diarrhea', 'abnormal thinking', 'nausea', 'vomiting', 'loss of appetite', 'weight gain', 'headache', 'irritability', 'restlessness', 'extreme tiredness', 'confusion', 'slowed reflexes', 'muscle weakness, spasms, or cramps', 'hallucinations (seeing things or hearing voices that do not exist)', 'seizures', 'loss of consciousness for a period of time']"
682231,Phenazopyridine,"['headache', 'dizziness', 'upset stomach', 'yellowing of the skin or eyes', 'fever', 'confusion', 'skin discoloration (blue to bluish-purple)', 'shortness of breath', 'skin rash', 'sudden decrease in the amount of urine', 'swelling of the face, fingers, feet, or legs']"
624055,Vorasidenib,"['tiredness', 'headache', 'muscle or joint pain', 'diarrhea', 'nausea', 'seizures', 'lack of energy, tiredness or weakness, loss of appetite, dark urine, yellowing of your skin or eyes, flu-like symptoms, pain in the upper right part of your stomach']"
617002,Rucaparib,"['nausea, vomiting, diarrhea,', 'constipation', 'stomach pain', 'loss of appetite', 'bad taste in the mouth', 'mouth sores', 'weakness, tiredness, fever, weight loss, easy bruising or bleeding, or blood in urine or stool', 'pale skin, shortness of breath', 'rash']"
604002,Alfuzosin,"['tiredness', 'headache', 'runny or stuffy nose', 'pain', 'stomach pain', 'heartburn', 'constipation', 'nausea', 'decrease in sexual ability', 'sore throat, fever, chills, cough and other signs of infection', 'rash', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'hoarseness', 'difficulty swallowing or breathing', 'chest pain', 'fainting']"
682398,Procainamide,"['dizziness or lightheadedness', 'loss of appetite', 'upset stomach', 'vomiting', 'bitter taste', 'irregular heartbeat']"
617033,Midostaurin,"['nausea', 'vomiting', 'diarrhea', 'headache', 'nosebleeds', 'tiredness', 'weakness', 'dizziness', 'constipation', 'hemorrhoids', 'increased sweating', 'stomach pain', 'white patches or sores on the lips or in the mouth and throat', 'swelling of the hands, feet, ankles, or lower legs', 'back, bone, joint, limb, or muscle pain', 'difficulty falling asleep or staying asleep', 'fever, cough, sore throat, chills, and other signs of infection', 'rapid, irregular, or pounding heartbeat', 'shortness of breath', 'chest pain', 'flushing', 'swelling of the lips, tongue, or throat', 'difficulty breathing or swallowing', 'hives', 'rash', 'itching', 'new or worsening cough', 'wheezing', 'vomiting blood or vomiting material that looks like coffee grounds', 'unusual bleeding or bruising', 'burning or pain when urinating']"
682848,Vinblastine,"['constipation', 'nausea', 'vomiting', 'loss of appetite or weight', 'stomach pain', 'diarrhea', 'headache', 'dizziness', 'jaw pain, bone pain, and other aches', 'hair loss', 'fever, sore throat, chills, or other signs of infection', 'unusual bleeding or bruising', 'sores in the mouth', 'unusual tiredness or weakness', 'pain, numbness, burning, or tingling in the hands or feet', 'difficulty walking or unsteady walking', 'difficulty breathing', 'hearing loss', 'seizures', 'chest pain']"
692044,Amlodipine,"['swelling of the hands, feet, ankles, or lower legs', 'nausea', 'stomach pain', 'dizziness or lightheadedness', 'drowsiness', 'excessive tiredness', 'flushing', 'muscle stiffness or tremors', 'more frequent or more severe chest pain', 'rapid, pounding, or irregular heartbeat', 'fainting']"
697042,Carvedilol,"['diarrhea', 'fainting', 'shortness of breath', 'weight gain', 'swelling of the arms, hands, feet, ankles, or lower legs', 'chest pain', 'slow or irregular heartbeat', 'rash, hives, itching, difficulty breathing or swallowing, or swelling of the face, lips, tongue, or throat']"
696013,Riluzole,"['weakness', 'dizziness', 'dry mouth', 'mouth numbness', 'difficulty falling asleep or staying asleep', 'drowsiness', 'swelling of the hands, feet, ankles, or lower legs', 'fast heart rate', 'hives', 'rash', 'itching', 'difficulty breathing or swallowing', 'dry cough', 'nausea', 'stomach pain', 'vomiting', 'extreme tiredness', 'unusual bleeding or bruising', 'loss of appetite', 'pain in the upper right part of the stomach', 'yellowing of the skin or eyes', 'dark urine', 'fever, chills, cough, or other signs of infection', 'muscle or joint pain', 'headache']"
682608,Minoxidil,"['increase in size or darkness of fine body hair', 'breast tenderness', 'headache', 'nausea', 'vomiting', 'rash', 'fast heartbeat', 'swollen ankles or feet', 'unexplained weight gain', 'difficulty breathing', 'dizziness', 'fainting']"
610006,Tapentadol,"['headache', 'heartburn', 'stomach pain', 'dry mouth', 'excessive tiredness', 'anxiety', 'drowsiness', 'difficulty falling asleep or staying asleep', 'abnormal dreams', 'irritability', 'sudden feeling of warmth', 'seizures', 'agitation, hallucinations (seeing things or hearing voices that do not exist), fever, sweating, confusion, fast heartbeat, shivering, severe muscle stiffness or twitching, loss of coordination, or diarrhea', 'nausea, vomiting, loss of appetite, weakness, or dizziness', 'inability to get or keep an erection', 'irregular menstruation', 'decreased sexual desire', 'rash', 'itching', 'hives', 'swelling of the eyes, face, lips, tongue, or throat', 'hoarseness', 'difficulty breathing or swallowing', 'chest pain', 'feeling lightheaded when you change positions', 'feeling faint', 'loss of consciousness', 'feeling overheated', 'heavy sweating', 'worsening pain, increased sensitivity to pain, or new pain, especially after taking tapentadol']"
682162,Orphenadrine,"['dry mouth', 'drowsiness', 'dizziness or lightheadedness', 'upset stomach', 'vomiting', 'constipation', 'difficulty urinating', 'blurred vision', 'headache', 'fast or irregular heartbeat', 'fainting', 'confusion', 'hallucinations', 'skin rash']"
682078,Chlordiazepoxide,"['drowsiness', 'dizziness', 'tiredness', 'weakness', 'dry mouth', 'diarrhea', 'upset stomach', 'changes in appetite', 'restlessness or excitement', 'constipation', 'difficulty urinating', 'frequent urination', 'blurred vision', 'changes in sex drive or ability', 'shuffling walk', 'persistent, fine tremor or inability to sit still', 'fever', 'difficulty breathing or swallowing', 'severe skin rash', 'yellowing of the skin or eyes', 'irregular heartbeat']"
609016,Milnacipran,"['nausea, stomach pain, vomiting', 'constipation', 'weight loss', 'dry mouth', 'feeling of extreme facial warmth and/or redness', 'headache', 'sexual problems in males; decreased sex drive, inability to get or keep an erection, or delayed or absent ejaculation', 'sexual problems in females; decreased sex drive, or delayed orgasm or unable to have an orgasm', 'fever, sweating, confusion, fast or irregular heartbeat, severe muscle stiffness or twitching, agitation, hallucinations, loss of coordination, nausea, vomiting, or diarrhea', 'headache; unsteadiness; problems with thinking, concentration, or memory problems', 'seizures', 'coma (loss of consciousness for a period of time)', 'fast or irregular heartbeat', 'greatly increased energy, severe trouble sleeping, racing thoughts, reckless behavior, unusually grand ideas, excessive happiness or irritability, talking more or faster than usual', 'pain in the upper right part of the stomach, yellowing of the skin or eyes, dark colored urine', 'unusual bleeding or bruising', 'decreased urination, unable to pass urine']"
617043,Benznidazole,"['headache', 'dizziness', 'stomach pain', 'nausea', 'vomiting', 'diarrhea', 'loss of appetite', 'weight loss', 'uncontrollable shaking of a part of the body', 'rash', 'swollen, red, peeling, or blistering skin', 'hives', 'itching', 'red- or purple-colored skin spots', 'fever', 'swollen lymph nodes', 'numbness, pain, burning, or tingling in your hands or feet']"
617008,Ribociclib,"['diarrhea', 'constipation', 'nausea', 'vomiting', 'stomach pain', 'headache', 'hair loss', 'back pain', 'itching', 'mouth sores', 'swelling of the hands, feet, ankles, or lower legs', 'difficulty falling asleep or staying asleep', 'fever, sore throat, chills, or other signs of infection', 'rash', 'blistering or peeling of the skin', 'burning or blistering of the lips, eyes, or mouth', 'rapid, irregular, or pounding heartbeat', 'difficulty breathing or shortness of breath; cough with or without mucus; or chest pain', 'dizziness', 'fainting', 'yellowing of the skin or eyes', 'dark or brown (tea-colored) urine', 'tiredness', 'loss of appetite', 'pain in upper right side of stomach', 'bleeding or bruising more easily than normal']"
601083,Naratriptan,"['weakness, tiredness, dizziness', 'upset stomach, nausea', 'feeling warm or cold', 'tightness, pain, pressure, or heaviness in the chest, throat, neck, or jaw', 'rapid, pounding, or irregular heartbeat', 'shortness of breath', 'breaking out in a cold sweat', 'lightheadedness', 'weakness or numbness or an arm or leg', 'slow or difficult speech', 'difficulty breathing or swallowing', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'hoarseness', 'hives, rash, itching', 'sudden or severe stomach pain', 'bloody diarrhea', 'constipation', 'vomiting', 'paleness or blue color of fingers or toes', 'pain, burning, or tingling in the hands or feet']"
612007,Vandetanib,"['nausea', 'vomiting', 'heartburn', 'loss of appetite', 'stomach pain', 'runny nose, congestion, or sore throat', 'unusual tiredness or weakness', 'depression', 'nail problems or changes', 'hair loss', 'change in  sense of taste', 'diarrhea', 'rash; acne; dry, peeling, itchy skin; blisters or sores on the skin or in the mouth; redness of the face, hands, or soles of the feet; fever; or muscle or joint aches', 'chest pain (which may get worse with deep breaths or cough), cough, shortness of breath, or fever', 'swelling of the hands, feet, ankles, or lower legs; shortness of breath; or sudden weight gain', 'numbness or weakness of the face, arm, or leg, especially on one side of the body; sudden confusion, trouble speaking, or understanding; sudden trouble seeing in one or both eyes; sudden trouble walking, dizziness, or loss of balance or coordination; or sudden severe headache', 'seizures; headaches; confusion; problems thinking; or vision changes', 'unusual bruising or bleeding', 'painful or swollen gums, jaw pain, or loose teeth']"
604025,Protriptyline,"['nausea', 'vomiting', 'diarrhea', 'loss of appetite', 'weight changes', 'unusual taste in the mouth', 'stomach pain or cramps', 'heartburn', 'dry mouth', 'constipation', 'drowsiness', 'dizziness', 'nightmares', 'headaches', 'frequent urination, especially at night', 'difficulty urinating', 'wide pupils', 'changes in sex drive or ability', 'breast enlargement in men and women', 'unsteadiness', 'ringing in ears', 'hair loss', 'flushing', 'sweating', 'black tongue', 'slow or difficult speech', 'weakness or numbness of an arm or a leg', 'crushing chest pain', 'rapid, pounding, or irregular heartbeat', 'rash or hives', 'itching', 'swelling of the face or tongue', 'yellowing of the skin or eyes', 'jaw, neck, and back muscle spasms', 'uncontrollable shaking of a part of the body', 'fainting', 'difficulty walking', 'unusual bleeding or bruising', 'seizures', 'confusion', 'hallucination (seeing things or hearing voices that do not exist)', 'believing things that are not true', 'fever', 'pain, burning, or tingling in the hands or feet']"
601079,Miglitol,"['shakiness', 'dizziness or lightheadedness', 'sweating', 'nervousness or irritability', 'sudden changes in behavior or mood', 'headache', 'numbness or tingling around the mouth', 'weakness', 'pale skin', 'hunger', 'clumsy or jerky movements', 'confusion', 'seizures', 'loss of consciousness', 'extreme thirst', 'frequent urination', 'extreme hunger', 'weakness', 'blurred vision', 'dry mouth', 'upset stomach and vomiting', 'shortness of breath', 'breath that smells fruity', 'decreased consciousness', 'gas', 'diarrhea', 'stomach pain', 'skin rash']"
684031,Atenolol,"['dizziness', 'lightheadedness', 'tiredness', 'depression', 'nausea, diarrhea', 'rash', 'dry eyes', 'shortness of breath', 'wheezing', 'swelling of the hands, feet, ankles, or lower legs', 'unusual weight gain', 'fainting', 'rapid, pounding, or irregular heartbeat']"
601122,Triamcinolone,"['upset stomach', 'stomach irritation', 'vomiting', 'headache', 'dizziness', 'insomnia', 'restlessness', 'depression', 'anxiety', 'acne', 'increased hair growth', 'easy bruising', 'irregular or absent menstrual periods', 'skin rash', 'swollen face, lower legs, or ankles', 'vision problems', 'cold or infection that lasts a long time', 'muscle weakness', 'black or tarry stool']"
611049,Rivaroxaban,"['muscle spasm or pain in arms or legs', 'vomiting, stomach pain', 'cough', 'bloody, black, or tarry stools; pink or brown urine; coughing or vomiting blood or material that looks like coffee grounds; frequent nosebleeds; bleeding gums; heavy menstrual bleeding', 'weakness, tiredness; headache; dizziness or fainting; blurred vision; pain in arm or leg', 'rash, itching, hives; difficulty breathing or swallowing', 'pain or swelling at wound sites', 'urinating less than normal', 'swelling in your legs, feet, or ankles']"
694007,Gabapentin,"['drowsiness', 'tiredness or weakness', 'dizziness', 'headache', 'uncontrollable shaking of a part of your body', 'double or blurred vision', 'unsteadiness', 'anxiety', 'memory problems', 'strange or unusual thoughts', 'unwanted eye movements', 'nausea', 'vomiting', 'heartburn', 'diarrhea', 'dry mouth', 'constipation', 'increased appetite', 'weight gain', 'swelling of the hands, feet, ankles, or lower legs', 'back or joint pain', 'fever', 'runny nose, sneezing, cough, sore throat, or flu-like symptoms', 'ear pain', 'red, itchy eyes (sometimes with swelling or discharge)', 'rash', 'itching', 'swelling of the face, throat, tongue, lips, or eyes', 'hoarseness', 'difficulty swallowing or breathing', 'seizures', 'difficulty breathing; bluish-tinged skin, lips, or fingernails; confusion; or extreme sleepiness']"
623043,Cetirizine,"['drowsiness', 'excessive tiredness', 'dry mouth', 'rash, difficulty breathing or swallowing']"
604004,Emtricitabine,"['headache', 'weakness, tiredness', 'dizziness', 'change in skin color, especially on the palms of the hands or the soles of the feet', 'abdominal pain', 'diarrhea', 'nausea', 'unusual dreams', 'depression', 'difficulty falling asleep or staying asleep', 'numbness, burning, or tingling in the hands, arms, feet, or legs', 'runny nose', 'fever, chills, sore throat, cough, or other signs of infection', 'rash', 'nausea; vomiting; loss of appetite; pain in upper right part of stomach; dark yellow or brown urine; light-colored bowel movements; yellowing of skin or eyes', 'weakness; extreme tiredness; fast breathing; shortness of breath; feeling cold, especially in the arms or legs; muscle pain; dizziness or lightheadedness; fast or abnormal heartbeat']"
612008,Clobazam,"['tiredness', 'problems with coordination', 'difficulty speaking or swallowing', 'drooling', 'change in appetite', 'vomiting', 'constipation', 'cough', 'joint pain', 'difficult, painful, or frequent urination', 'cough, difficulty breathing, fever', 'sores in your mouth, rash, hives, peeling or blistering skin', 'fever']"
