ml_name,db_name,ml_key
Lorlatinib,Lorlatinib,619005
Trimethadione,Trimethadione,601127
Tovorafenib,Tovorafenib,624032
Trimipramine,Trimipramine,602010
Benznidazole,Benznidazole,617043
Spironolactone,Spironolactone,682627
Aminolevulinic acid,Aminolevulinic acid,625014
Nystatin,Nystatin,682758
Finerenone,Finerenone,621038
Solifenacin,Solifenacin,605019
Estramustine,Estramustine,608046
Albendazole,Albendazole,610019
Venetoclax,Venetoclax,616028
Sitagliptin,Sitagliptin,606023
Tazemetostat,Tazemetostat,620018
Vamorolone,Vamorolone,624005
Enasidenib,Enasidenib,617040
Tolmetin,Tolmetin,681033
Repotrectinib,Repotrectinib,623063
Tafamidis,Tafamidis,622032
Timolol,Timolol,684029
Ciprofloxacin,Ciprofloxacin,688016
Edoxaban,Edoxaban,614055
Tramadol,Tramadol,695011
Brivaracetam,Brivaracetam,616027
Olmesartan,Olmesartan,603006
Remibrutinib,Remibrutinib,625116
Metformin,Metformin,696005
Pexidartinib,Pexidartinib,619050
Nabumetone,Nabumetone,692022
Trifluoperazine,Trifluoperazine,682121
Pentoxifylline,Pentoxifylline,685027
Morphine,Morphine,682133
Vortioxetine,Vortioxetine,614003
Ivacaftor,Ivacaftor,612012
Lacosamide,Lacosamide,609028
Meperidine,Meperidine,682117
Warfarin,Warfarin,682277
Reserpine,Reserpine,601107
Doxercalciferol,Doxercalciferol,616043
Flecainide,Flecainide,608040
Dofetilide,Dofetilide,601235
Nebivolol,Nebivolol,608029
Binimetinib,Binimetinib,618041
Propylthiouracil,Propylthiouracil,682465
Dapsone,Dapsone,682128
Deutetrabenazine,Deutetrabenazine,617022
Bisacodyl,Bisacodyl,601027
Erdafitinib,Erdafitinib,619031
Fingolimod,Fingolimod,611006
Ticlopidine,Ticlopidine,695036
Diclofenac,Diclofenac,689002
Ezetimibe,Ezetimibe,603015
Ceftibuten,Ceftibuten,698023
Acamprosate,Acamprosate,604028
Itraconazole,Itraconazole,692049
Eprosartan,Eprosartan,601237
Ergocalciferol,Ergocalciferol,616042
Betaine,Betaine,608012
Granisetron,Granisetron,601211
Losartan,Losartan,695008
Calcitriol,Calcitriol,682335
Asenapine,Asenapine,610015
Sulfadiazine,Sulfadiazine,682130
Amitriptyline,Amitriptyline,682388
Alprazolam,Alprazolam,684001
Dactinomycin,Dactinomycin,682224
Voriconazole,Voriconazole,605022
Umbralisib,Umbralisib,621019
Emtricitabine,Emtricitabine,604004
Isradipine,Isradipine,693048
Valbenazine,Valbenazine,617023
Hydrocortisone,Hydrocortisone,682206
Tapentadol,Tapentadol,610006
Pazopanib,Pazopanib,610013
Varenicline,Varenicline,606024
